avif_file,yuv_file,status,avif_size,yuv_size,error
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6590612,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1274984,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4455033,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3643623,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1037878,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1926647,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4184858,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,789270,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_all\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2937781,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6573528,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1272195,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4447504,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3617562,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1025910,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1913517,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4181472,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,779900,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_aware\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2936309,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6586736,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1271992,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4447448,933120000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3611776,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1011972,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1921657,414720000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4183023,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,780889,466560000,
D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_coeff_test\angle_dct\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2936571,466560000,
D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6589868,933120000,
D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1282391,933120000,
D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4448938,933120000,
D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.yuv,OK,3795949,414720000,
D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.yuv,OK,1145850,414720000,
D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.yuv,OK,2221019,414720000,
D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3618677,414720000,
D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1006363,414720000,
D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1927924,414720000,
D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,OK,3610490,414720000,
D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,OK,1031894,414720000,
D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,OK,1976223,414720000,
D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4181786,466560000,
D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,779459,466560000,
D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\catania\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2938271,466560000,
D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6571508,933120000,
D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1293330,933120000,
D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4448340,933120000,
D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.yuv,OK,3793843,414720000,
D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.yuv,OK,1174327,414720000,
D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.yuv,OK,2229397,414720000,
D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3614472,414720000,
D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1036957,414720000,
D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1927109,414720000,
D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,OK,3629935,414720000,
D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,OK,1020108,414720000,
D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,OK,1974787,414720000,
D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4176081,466560000,
D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,781449,466560000,
D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\center\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2929519,466560000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6580002,933120000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1277741,933120000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4452226,933120000,
D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.yuv,OK,3793179,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.yuv,OK,1145567,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.yuv,OK,2200706,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3634934,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1038017,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1921169,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,OK,3610022,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,OK,1013043,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,OK,1974692,414720000,
D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4178501,466560000,
D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,778238,466560000,
D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2937229,466560000,
D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6544840,933120000,
D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1270312,933120000,
D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4417445,933120000,
D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3599464,414720000,
D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1004979,414720000,
D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1927599,414720000,
D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4170744,466560000,
D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,768505,466560000,
D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2928205,466560000,
D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6555873,933120000,
D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1268968,933120000,
D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4418678,933120000,
D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3604586,414720000,
D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1008820,414720000,
D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1916831,414720000,
D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4169198,466560000,
D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,771605,466560000,
D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2927996,466560000,
D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6555932,933120000,
D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1267210,933120000,
D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4418742,933120000,
D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3599325,414720000,
D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1008276,414720000,
D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1919460,414720000,
D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4169984,466560000,
D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,768400,466560000,
D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2928089,466560000,
D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,OK,6550652,933120000,
D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,OK,1265563,933120000,
