experiment,video,quality,bitrate,fps,width,height,source_file,clean_file,steg_file,source_frames,clean_frames,steg_frames,SC_Frames,SC_Y_PSNR,SC_U_PSNR,SC_V_PSNR,SC_YUV_PSNR,SS_Frames,SS_Y_PSNR,SS_U_PSNR,SS_V_PSNR,SS_YUV_PSNR,CS_Frames,CS_Y_MSE,CS_Y_PSNR,CS_U_MSE,CS_U_PSNR,CS_V_MSE,CS_V_PSNR,CS_YUV_MSE,CS_YUV_PSNR,CS_Y_Different_Pixels,CS_U_Different_Pixels,CS_V_Different_Pixels,CS_Y_Max_Abs_Diff,CS_U_Max_Abs_Diff,CS_V_Max_Abs_Diff,CS_Worst_Frame,CS_Worst_Frame_Y_MSE,CS_Worst_Frame_Y_PSNR,CS_Worst_Frame_Y_Different_Pixels,CS_Worst_Frame_Y_Max_Diff,status
angle_test,Johnny,Middle,2500,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,601,300,300,300,42.839162823626715,48.18403273626225,48.760664034961714,44.042606665807,300,42.814300669848244,48.17680653192276,48.75054661375885,44.01970316437969,300,1.6700134910300926,45.90360381303406,0.40647795138888887,52.04043367763995,0.3697295283564815,52.451962240893046,1.24271024064429,47.187104836817056,126887156,17671085,16836577,33,30,20,288,1.9758799913194445,45.17319797483957,448714,25,OK
angle_test,KristenAndSara,High,5000,60,1280,720,D:\碩士實驗\testdata\KristenAndSara_720p_60.yuv,D:\碩士實驗\testdata\ori_video\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,601,300,300,300,44.223855272977126,48.11858172259904,48.98618612187881,45.24585212866881,300,44.20111319832036,48.11432987999024,48.98395787755244,45.22613974642016,300,1.286174464699074,47.037804778808194,0.47729774305555556,51.34290980096545,0.3960115017361111,52.153725611343546,1.003001183931327,48.11778915210863,129883436,22191061,19598638,62,33,24,92,1.5374761284722223,46.26271979414454,454339,23,OK
angle_test,KristenAndSara,Low,1200,60,1280,720,D:\碩士實驗\testdata\KristenAndSara_720p_60.yuv,D:\碩士實驗\testdata\ori_video\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,601,300,300,300,42.03696461532853,46.46434872916007,47.36464739953049,43.14017447065325,300,41.97089995178513,46.46213512624027,47.36197184036358,43.082997686387486,300,2.1490571940104166,44.80832387110952,0.6688604456018519,49.877448470273656,0.557002980324074,50.67222841933254,1.6370153669945988,45.99027604626627,134752872,22505061,20735723,115,33,44,3,2.806513671875,43.64913198650218,397745,50,OK
angle_test,KristenAndSara,Middle,2500,60,1280,720,D:\碩士實驗\testdata\KristenAndSara_720p_60.yuv,D:\碩士實驗\testdata\ori_video\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,601,300,300,300,43.32014167637755,47.58319482448719,48.466431264057384,44.398766289755606,300,43.287195679858186,47.566713381829345,48.45140450877459,44.368304801571064,300,1.4865717918113426,46.4089447320342,0.5192774305555555,50.976809136785675,0.4299755063657407,51.796366442492,1.1492566840277778,47.52663322600064,128318851,21308696,18976177,87,39,38,91,1.8563422309027777,45.44422316091034,440993,42,OK
angle_test,SpeedBag,High,8000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,570,150,150,150,44.82257594060983,50.4505627017324,48.57959533394986,45.88803850630931,150,44.818740358240035,50.448267905905375,48.57885358924804,45.884570091388746,150,0.8731671682098765,48.71982963346781,0.22794731224279835,54.55245885123976,0.33769845679012345,52.8455128486106,0.6763857403120713,49.8288591772142,113233227,16093103,20734584,48,10,14,78,1.4459129050925925,46.529382269528696,904556,18,OK
angle_test,SpeedBag,Low,1200,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,570,150,150,150,42.59764664157396,49.22371838864311,47.105534264088064,43.7784424251402,150,42.58972627910846,49.24788125452865,47.122600212395426,43.77397412650524,150,1.3291619148662552,46.89502472137548,0.2924264017489712,53.47063780488159,0.4461382973251029,51.636108553956966,1.0092020597565157,48.091022326371416,137303552,17922903,23198207,58,11,17,78,2.9888681520061726,43.3757360344627,1143980,35,OK
angle_test,SpeedBag,Middle,5000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,D:\碩士實驗\testdata\angle_test\rdo_cho\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,570,150,150,150,44.34407281806723,50.27108516977143,48.33068749201645,45.44659198770213,150,44.34064893326146,50.268214882800635,48.32805435460522,45.44326631493234,150,0.9047965213477366,48.56529438670214,0.23337435699588477,54.45027226497915,0.3446146219135802,52.75746660356998,0.6995291773834019,49.68274527226142,116136411,16261018,21186520,48,11,17,78,1.649404899691358,45.957530805318136,938672,20,OK
AV1Stego,Fallout4,High,8000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,3602,300,300,300,38.50189898828167,44.064263849056644,42.54626721431325,39.58849400126619,300,31.836125774536658,36.63569238511,35.03972447874469,32.7967312605365,300,38.60141906024948,32.264770904265255,12.586518659979424,37.131747368629306,18.296848816872426,35.5070406126239,30.8815072863083,33.233818713366325,362525754,65335946,71244497,193,109,126,0,359.33564525462964,22.575800605306426,1902983,158,OK
AV1Stego,Fallout4,Low,1200,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,3602,300,300,300,33.60708874092834,40.085382323572496,38.21696773653788,34.78854331780895,300,26.231930574030834,35.21784903799953,33.240223931478305,27.653133155146882,300,138.60755513438787,26.71293457693497,14.835516094393004,36.41777701819474,23.630933281893004,34.39599486837224,98.81611165230625,28.18252600174774,470318015,85468746,91716886,247,118,123,7,659.7877652391975,19.936761029146762,1798624,189,OK
AV1Stego,Fallout4,Middle,5000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,3602,300,300,300,37.20771144919043,43.1285430608687,41.546076572541004,38.338973210744804,300,28.98863192840389,38.95159100295351,37.30484516463422,30.488078295701687,300,75.48386374260545,29.352262388616765,6.024768441358025,40.3314000116839,8.938974678497942,38.61792653817802,52.816533015046296,30.903104710369806,321659018,56035087,60805592,212,80,89,9,466.9193089313272,21.43838526798033,1792573,172,OK
AV1Stego,Johnny,High,5000,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,601,300,300,300,43.610530948537665,48.54231180197124,49.126748945552066,44.76255647134578,300,33.28940012334224,43.38783002645244,45.00765870534579,34.87467527986641,300,28.996717643229168,33.507315212486866,2.395630859375,44.33660462045171,1.5280077256944444,46.289548108049516,19.98508485966435,35.12374364188438,166063128,28784550,25348639,191,35,25,60,124.22627712673611,27.18866890598313,750442,181,OK
AV1Stego,Johnny,Low,1200,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,601,300,300,300,42.031482608534944,47.54284943884271,48.11379316898342,43.25433918611668,300,31.49118275234951,41.79675228443231,43.570628026014624,33.086819994902385,300,43.389953899016206,31.756911721679103,3.472232638888889,42.7247154574565,2.087841059027778,44.93382926793687,29.853314882330245,33.38087799098556,171556383,33258804,30217558,173,38,29,45,94.45246202256945,28.378670780290044,546815,138,OK
AV1Stego,Johnny,Middle,2500,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,601,300,300,300,42.839162823626715,48.18403273626225,48.760664034961714,44.042606665807,300,30.702240124059685,42.193519097783124,45.485181991513215,32.35148830071543,300,53.447882490596065,30.85149856952041,3.296057609953704,42.950855669853254,1.2986612702546296,46.99584472029485,36.3977081404321,32.52006322639181,179876729,32626031,27328305,143,35,20,131,98.426728515625,28.19967310499814,741835,131,OK
AV1Stego,SpeedBag,High,8000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,570,150,150,150,44.82257594060983,50.4505627017324,48.57959533394986,45.88803850630931,150,35.4683394116132,49.21892142265214,47.86983801890269,37.122343699963395,150,17.032694100437244,35.81797014114041,0.3678641718106996,52.47392869156975,0.4407197402263375,51.68917857488989,11.489893385631001,37.52764361966132,167841574,21906155,23151077,114,14,17,0,1109.2290186149692,17.680591382063135,1762658,114,OK
AV1Stego,SpeedBag,Low,1200,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,570,150,150,150,42.59764664157396,49.22371838864311,47.105534264088064,43.7784424251402,150,33.61859224760981,48.35755565142307,45.60013309359071,35.27550207641272,150,25.710459998713993,34.02970513975496,0.3952772633744856,52.16178526729806,0.8427777649176955,48.87367291811455,17.346649170524692,35.73864765735019,204700694,20886436,28961820,126,16,24,60,159.7881925154321,26.095356767212976,1551115,126,OK
AV1Stego,SpeedBag,Middle,5000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\1024\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,570,150,150,150,44.34407281806723,50.27108516977143,48.33068749201645,45.44659198770213,150,34.43195257631973,49.09034670042458,47.28517193089526,36.10042602581296,150,21.903635445601854,34.72564158222672,0.3698701774691358,52.45031045185728,0.5310348636831276,50.879573264000655,14.752574470593279,36.44212545244649,163378586,21258385,25735990,115,18,19,0,1109.2290186149692,17.680591382063135,1762658,114,OK
AV1Stego,Fallout4,High,8000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,3602,300,300,300,38.50189898828167,44.064263849056644,42.54626721431325,39.58849400126619,300,38.23943583886145,44.047281873792556,42.528862848707604,39.3604576283392,300,0.5734210808899177,50.54606705836321,0.010063400205761316,68.10335616619132,0.014740817901234568,66.44558779642148,0.38641475694444444,52.26026657365746,1917345,310915,326879,125,18,22,0,172.0263242669753,25.77485451116658,1917345,125,OK
AV1Stego,Fallout4,Low,1200,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,3602,300,300,300,33.60708874092834,40.085382323572496,38.21696773653788,34.78854331780895,300,33.557962880719025,40.02176181628105,38.16447506663219,34.73844799545003,300,0.32276121559927984,53.0419901840893,0.09563643904320987,58.3245696377837,0.11996266718106996,57.340342478189015,0.2511073281035665,54.13220973887753,1842435,353764,351534,112,80,89,0,96.82836467978395,28.27077763689267,1842435,112,OK
AV1Stego,Fallout4,Middle,5000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,3602,300,300,300,37.20771144919043,43.1285430608687,41.546076572541004,38.338973210744804,300,37.06014085166064,43.1181734099631,41.52883892710224,38.20913593530228,300,0.42860263470936216,51.81025524455567,0.007727404835390947,69.25046695527142,0.018234252829218107,65.52192388600383,0.2900620327503429,53.50589474692346,1708009,289960,354549,124,18,26,0,128.58079041280865,27.03904269735904,1708009,124,OK
AV1Stego,Johnny,High,5000,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,601,300,300,300,43.610530948537665,48.54231180197124,49.126748945552066,44.76255647134578,300,36.85462410542066,44.47532047947889,46.296120300482784,38.31492855178996,300,10.612681669560185,37.87255223230768,1.4251862123842594,46.59208748644446,0.7276042679398148,49.51185123009072,7.433919526427469,39.41862505401942,28261504,4755925,4896871,169,18,14,1,54.08093207465278,30.800361928864362,462021,169,OK
AV1Stego,Johnny,Low,1200,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,601,300,300,300,42.031482608534944,47.54284943884271,48.11379316898342,43.25433918611668,300,34.62421632914087,45.18614096433046,46.482001832392015,36.22204742638793,300,19.72651468460648,35.18030000752703,1.1054718894675926,47.69532657285901,0.7110789351851852,49.61162547462264,13.453768260513117,36.84236418125198,114893977,16651249,15143625,142,31,28,45,94.45246202256945,28.378670780290044,546815,138,OK
AV1Stego,Johnny,Middle,2500,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,601,300,300,300,42.839162823626715,48.18403273626225,48.760664034961714,44.042606665807,300,35.7586950265246,47.028576467991186,47.97524233284682,37.37579508874957,300,14.791585532407407,36.43065631693959,0.4634887152777778,51.47041196178662,0.3223011863425926,53.04818456779425,9.992022005208334,38.13426979063678,86431677,12631168,11304393,140,32,23,57,75.41453776041666,29.356252874047428,551652,104,OK
AV1Stego,SpeedBag,High,8000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,570,150,150,150,44.82257594060983,50.4505627017324,48.57959533394986,45.88803850630931,150,37.367599743477705,50.04863160165613,48.426496689467264,38.98719264797539,150,9.957301414609054,38.14938707137234,0.10086716820987654,58.093305324466016,0.0957153677983539,58.32098688355395,6.670964699074074,39.888917183772065,41364785,5488941,5035169,114,15,17,0,1109.2290186149692,17.680591382063135,1762658,114,OK
AV1Stego,SpeedBag,Low,1200,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,570,150,150,150,42.59764664157396,49.22371838864311,47.105534264088064,43.7784424251402,150,40.083089720284946,48.914422540525095,46.73959699825983,41.48287960009891,150,3.825095470036008,42.30438081746274,0.2725861111111111,53.77576637107592,0.4376576774691358,51.7194580952622,2.6684376114540465,43.86823307491835,128368844,15662949,20701216,110,11,20,0,23.80109375,34.3648344588387,1239585,92,OK
AV1Stego,SpeedBag,Middle,5000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\256\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,570,150,150,150,44.34407281806723,50.27108516977143,48.33068749201645,45.44659198770213,150,37.28348361840734,49.904696469925085,48.20177227053137,38.89958166120465,150,9.954669264403293,38.15053525337299,0.09997503858024691,58.131887804686016,0.09746345164609053,58.24238573109456,6.669352591306584,39.88996682823827,42066130,5376759,5045619,114,14,17,0,1109.2290186149692,17.680591382063135,1762658,114,OK
AV1Stego,Fallout4,High,8000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,3602,300,300,300,38.50189898828167,44.064263849056644,42.54626721431325,39.58849400126619,300,35.75111753080988,43.53631487997233,41.72255078972751,37.079024773967234,300,8.090469182420268,39.05106652923414,0.3635896026234568,52.52468905426403,0.8226649305555556,48.97857376738854,5.591355210476681,40.655632776506096,110123768,16094513,22499414,158,69,110,0,359.33564525462964,22.575800605306426,1902983,158,OK
AV1Stego,Fallout4,Low,1200,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,3602,300,300,300,33.60708874092834,40.085382323572496,38.21696773653788,34.78854331780895,300,30.0675972876161,39.56594503074725,37.70667803581273,31.530140910796632,300,46.25537332658179,31.47918170375881,2.431000263631687,44.27295354927174,3.691952777777778,42.45824223357397,31.85740772462277,33.09869927026619,442013351,82610276,86501557,188,80,130,59,203.4072723765432,25.047138847662268,1941116,127,OK
AV1Stego,Fallout4,Middle,5000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,3602,300,300,300,37.20771144919043,43.1285430608687,41.546076572541004,38.338973210744804,300,31.215219937801987,42.52945522901517,40.95297457509605,32.78485232801136,300,36.95837947852366,32.45367440499609,0.503700379372428,51.10908082912145,0.700707433127572,49.67543636339705,24.839654287765775,34.17934813725705,106113320,19752051,18940996,148,71,87,0,311.60516975308644,23.19475706550909,1805027,148,OK
AV1Stego,Johnny,High,5000,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,601,300,300,300,43.610530948537665,48.54231180197124,49.126748945552066,44.76255647134578,300,35.985763903308616,44.20990516265831,45.73814308903871,37.476867907146655,300,14.08339418041088,36.643730259354996,1.6833512297453703,45.869056202778154,1.0344383535879629,47.983757464793115,9.841894384162808,38.200016606678574,70130960,12378521,11535447,181,25,18,60,124.22627712673611,27.18866890598313,750442,181,OK
AV1Stego,Johnny,Low,1200,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,601,300,300,300,42.031482608534944,47.54284943884271,48.11379316898342,43.25433918611668,300,33.82400447714547,44.03028344946057,45.54059370079334,35.4117535126788,300,24.30102448640046,34.274557778287885,1.7213293402777778,45.77216389447105,1.0747265914351851,47.81782366321706,16.666692312885804,35.91230942971381,139435956,24094824,21366633,162,33,34,45,94.45246202256945,28.378670780290044,546815,138,OK
AV1Stego,Johnny,Middle,2500,60,1280,720,D:\碩士實驗\testdata\Johnny_720p_60.yuv,D:\碩士實驗\testdata\ori_video\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,601,300,300,300,42.839162823626715,48.18403273626225,48.760664034961714,44.042606665807,300,33.66225457377236,44.11927316355933,47.570437886139615,35.2835590575549,300,26.134863310185185,33.958601278627825,1.8925370225694444,45.36035976769593,0.6067389467592592,50.30078487532971,17.83978820167824,35.616906668473376,146382708,25339731,20462150,140,35,20,58,77.23481987847222,29.252672228143698,559223,104,OK
AV1Stego,SpeedBag,High,8000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,570,150,150,150,44.82257594060983,50.4505627017324,48.57959533394986,45.88803850630931,150,37.30859805581029,50.07121672823107,48.40576985785982,38.92996895876241,150,10.283791380529836,38.00927103010243,0.13868429783950617,56.71053068847934,0.16385988940329219,55.98607703470105,6.906284951560357,39.73835867604948,63487436,8138026,9190467,114,14,14,0,1109.2290186149692,17.680591382063135,1762658,114,OK
AV1Stego,SpeedBag,Low,1200,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,570,150,150,150,42.59764664157396,49.22371838864311,47.105534264088064,43.7784424251402,150,36.93613728519371,48.71773604465899,46.241204392216446,38.5020417058275,150,10.57514335455247,37.88794097570796,0.3196989068930041,53.083392095231794,0.5991322788065844,50.35557642629665,7.203234100651578,39.55552831559902,165518669,18252271,25912478,126,11,18,60,159.67787760416667,26.098356094128697,1549494,126,OK
AV1Stego,SpeedBag,Middle,5000,30,1920,1080,D:\碩士實驗\testdata\speed_bag_1080p.yuv,D:\碩士實驗\testdata\ori_video\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,D:\碩士實驗\testdata\AV1Stego\512\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,570,150,150,150,44.34407281806723,50.27108516977143,48.33068749201645,45.44659198770213,150,37.14466701196561,49.88132392241758,48.16182736494245,38.76418606482753,150,10.347916412680041,37.982274489079074,0.10350412808641975,57.981226896314865,0.1070670653292181,57.834244618891745,6.9337061406893,39.72114929111628,45949570,5458027,5434772,114,18,19,0,1109.2290186149692,17.680591382063135,1762658,114,OK
best_coeff_test,Fallout4,High,8000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_High\Fallout4_1080p_60_High_hidden_test.yuv,3602,300,300,300,38.50189898828167,44.064263849056644,42.54626721431325,39.58849400126619,300,38.24027297022563,43.734429757441646,42.23800394046833,39.31883238723102,300,6.788395373585391,39.81313232059344,1.4669759387860082,46.466573702271916,2.164547550154321,44.77713230158416,5.130850830546982,41.02890972291658,427786869,82051205,87317889,154,49,53,24,18.024611304012346,35.57214452821393,1594291,154,OK
best_coeff_test,Fallout4,Low,1200,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Low\Fallout4_1080p_60_Low_hidden_test.yuv,3602,300,300,300,33.60708874092834,40.085382323572496,38.21696773653788,34.78854331780895,300,33.60406855200257,40.074492338343816,38.22039121122617,34.785622729864635,300,14.363514615483538,36.558196402269374,2.331601376028807,44.45426057915158,3.4658249807098764,42.73273733197194,10.541914136445474,37.90160886289274,440315084,83556416,86427743,178,78,109,24,34.86868441358025,32.706447990009934,1637908,178,OK
best_coeff_test,Fallout4,Middle,5000,60,1920,1080,D:\碩士實驗\testdata\Fallout4_1080p.yuv,D:\碩士實驗\testdata\ori_video\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,3602,300,300,300,37.20771144919043,43.1285430608687,41.546076572541004,38.338973210744804,300,37.13630784385305,43.09103872410651,41.46969350076097,38.26904110484907,300,8.00559592817644,39.09686694982899,1.4923294302983539,46.39215657055437,2.2892884002057614,44.53379853152654,5.967333590534979,40.373000440764386,417078699,78404946,84536739,161,50,75,24,21.882591145833334,34.72981614792016,1561275,108,OK
