Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:    922, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4426, rd_minus:   3636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1951 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    132, rd_minus:    126, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1952 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2604, rd_minus:   2448, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1953 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1784, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1954 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    880, rd_minus:    762, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1955 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    680, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1956 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1832, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1957 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1840, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1958 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2672, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1959 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3024, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1960 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4090, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1961 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    600, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1962 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1963 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1246, rd_minus:   1358, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1964 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1032, rd_minus:   1232, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1965 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3756, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1966 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1967 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3436, rd_minus:   3530, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1968 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     94, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1969 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     90, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1970 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:   2524, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1971 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1972 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1480, rd_minus:   1308, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1973 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1794, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1974 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    704, rd_minus:    808, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1975 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3078, rd_minus:   3436, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1976 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    996, rd_minus:    978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1977 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    114, rd_minus:    110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1978 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    130, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1979 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     82, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1980 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    602, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1981 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     70, rd_minus:     56, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1982 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6096, rd_minus:   6836, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1983 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5464, rd_minus:   5712, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1984 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2448, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1985 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2220, rd_minus:   2252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1986 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1720, rd_minus:   2238, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1987 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1124, rd_minus:   1092, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1988 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5274, rd_minus:   5172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1989 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1802, rd_minus:   1860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1990 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    424, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1991 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5272, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1992 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1080, rd_minus:   1488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1993 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    446, rd_minus:    466, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1994 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    442, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1995 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2176, rd_minus:   2292, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1996 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2540, rd_minus:   2530, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1997 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1244, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1998 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    348, rd_minus:    314, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1999 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2222, rd_minus:   2638, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2000 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6504, rd_minus:   6290, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2001 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     92, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2002 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    104, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2003 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2116, rd_minus:   2106, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2004 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    214, rd_minus:    194, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2005 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2466, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2006 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3272, rd_minus:   3588, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2007 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5432, rd_minus:   5700, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2008 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1508, rd_minus:   1558, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2009 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1576, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2010 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2756, rd_minus:   2548, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2011 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2636, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2012 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1584, rd_minus:   1522, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2013 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     68, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2014 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     70, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2015 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    112, rd_minus:    102, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2016 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1718, rd_minus:   1728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2017 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1034, rd_minus:   1068, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2018 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2126, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2019 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1824, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2020 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1456, rd_minus:   1602, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2021 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4070, rd_minus:   4070, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2022 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1300, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2023 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12550, rd_minus:  12552, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2024 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1812, rd_minus:   1860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2025 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2152, rd_minus:   2296, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2026 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    940, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2027 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4258, rd_minus:   4188, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2028 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2208, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2029 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2414, rd_minus:   2452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2030 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1324, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2031 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3028, rd_minus:   3060, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2032 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3458, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2033 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1336, rd_minus:   1208, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2034 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    154, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2035 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    118, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2036 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    154, rd_minus:    210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2037 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5290, rd_minus:   4834, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2038 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    104, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2039 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3920, rd_minus:   3682, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2040 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1288, rd_minus:   1260, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2041 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    848, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2042 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2852, rd_minus:   2708, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2043 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     96, rd_minus:    100, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2044 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7974, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2045 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1444, rd_minus:   1480, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2046 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    108, rd_minus:    140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2047 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3402, rd_minus:   3532, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2048 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1372, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2049 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    160, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2050 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    122, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2051 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1396, rd_minus:    978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2052 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    642, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2053 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    850, rd_minus:    762, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2054 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8536, rd_minus:   8446, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2055 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    836, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2056 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    768, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2057 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    786, rd_minus:    812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2058 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2172, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2059 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3814, rd_minus:   4164, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2060 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    728, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2061 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3220, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2062 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3472, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2063 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4024, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2064 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3748, rd_minus:   3756, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2065 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1846, rd_minus:   1714, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2066 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5064, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2067 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2136, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2068 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2582, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2069 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3566, rd_minus:   3410, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2070 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    968, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2071 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    594, rd_minus:    906, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2072 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3550, rd_minus:   4636, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2073 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    130, rd_minus:    122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2074 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    210, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2075 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1320, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 2076 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5022, rd_minus:   4854, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2077 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2272, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2078 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2079 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3168, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2080 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4172, rd_minus:   3240, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2081 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2576, rd_minus:   1936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2082 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3708, rd_minus:   3820, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2083 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2370, rd_minus:   2134, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2084 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5210, rd_minus:   5444, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2085 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2438, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2086 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    180, rd_minus:    240, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2087 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1168, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2088 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4648, rd_minus:   4196, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2089 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2676, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2090 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1780, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 2091 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1714, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 2092 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2093 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1904, rd_minus:   1432, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 2094 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2078, rd_minus:   2096, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2095 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1094, rd_minus:   1060, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 2096 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    530, rd_minus:    540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2097 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2070, rd_minus:   3744, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2098 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  18298, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2099 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4084, rd_minus:   5090, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2100 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1318, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2101 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9712, rd_minus:  13468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 2102 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2292, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 2103 / 4120, payload_bits 4096, end_bits 24
